id,chat,label
4036,user horee\xc3\xa8easu ikutan doyan aseng asing\ndasar munafik,racist
4037,istrimu kalo diewe ndesah ga ma desahnya kayak ga bikin sange,harassment
4038,user maklumlah paham yg dgn zionis gabung dgn komunis,racist
4039,user user user babi sipit banci pake akun fake hina babi,racist
4040,parah tu banci jago bacot doang kelakuan klemar klemer,harassment
4041,user politisasi radikal ciri khas komunis,racist
4042,cacatsehingga sampe wanita pasanganku,neutral
4043,cacat maennya ga asik mabar cina blagu,racist
4044,orang cina super kaya mengerikan bikin kacungnya mudah,racist
4045,udah ga bacot kalo emang jago mampusin tu,violence
4046,sesungguhnya tiada berputus asa rahmat allah kaum kafir qsyusuf 87,neutral
4047,jiahhhh segitu udah crot 2 jam ngesex,harassment
4048,user kaya monyet,violence
4049,user user user user user user user user user user teriakan2 mrk msih terngiang d telinga\nserasa dunia mlik mrka\npdhl msih tuhan penentu sglnya\nskrng,neutral
4050,user user hinaan yg dapatkan yg d indonesia medium sosmed tp bayang nasib tki yg d krn hinaan didengarnya langsung mohon user user memikirkan,neutral
4051,ebused udah crot digoyang dikit lemah beb,harassment
4052,bangke user gue rajin bayar lu ga bener tariff trs,violence
4053,user haha lancau ni babi dah la nak sambung kerja,violence
4054,eh cina kampungan lu ga seru,racist
4055,user sian kalo eek,violence
4056,user user user user user user user user user user user user indah tai sapi matalu picek \xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84,violence
4057,pengen ngrasain ngentod memek abg,harassment
4058,mamam tuh peluru mampus lu,violence
4059,iya gue dipanggil bocil krn gue kuntet banget kalo upacara aja dipanggil eh semampai alias semeter sampai\n\nyak lanjot \n\nsetelah tugimin diteriakin gitu tau responnya hahaha bangsad kau tugimin,violence
4060,user ganggu aja nih onta,violence
4061,kasih paham menang,neutral
4062,sinyal 4g user kacrut aja,violence
4063,kalean ga gua entot gratisan dasar cewe koq parah perek bisanya kasih memek pacarnya,harassment
4064,dasar otak tumpul bacot congor kambiang gadang,violence
4065,damai bayar lo kabur enak aja abis ngebacot maaaf,violence
4066,user cocotwkwk,violence
4067,user tol dibangun asing aseng yg duit biar gampang transportasinya njarah sumber alam daerah2 t,racist
4068,kadang cowok a anjing ningalin anak istri cma cawe pnghibur memek a lbih sempit istri a,harassment
4069,ceritanya bali kenalan cewe nanya nanya macem sampe nanya kuliah kuliahnya ikj eh fakultasnya fftv eh kating aing goblog dunia little,neutral
4070,abg toge mendesah ngentot diatas nonton yuk video bokepnya,harassment
4071,jual stiker awas arus listrik tegangan,neutral
4072,user kemaren momoland wan na one gasuka bgt liat orang sukses babi emg netijen,violence
4073,paul pogba selebrasi gol terdengar tiruan suara monyet url,racist
4074,egois iya anjing orang hidup gangu oksigen orang fuck,violence
4075,temukan pesona keindahan cirebon kuliner bahasa budaya sejarah kesenian eksotisme dunia malamnya follow user,neutral
4076,taudah salty f inti ceritanya sengama ewe bicara kasar readersnya bertumpuk meanwhile f alurnya bagus tydac terduga ratusan,harassment
4077,orde salah komunis bantai komunis orde salah cina ganyang cina pemerintah salah,racist
4078,takut tinggalkan last last tinggalkan babi,violence
4079,bilang cina babi kafir gerombolanya cina babi merasakan bagaiamana anjingin bangsatin,racist
4080,eh banci anak kalajengking bocah laki laki gayanya banci laknat eh bocah anak kadal patahin kontol biar kontol emak,harassment
4081,user user dasar bajingan tengik \xf0\x9f\x98\xa1,violence
4082,user user user ditambah gaji yg fantastis liga cina cm menaklukan liga cina serie a salah liga terbaik pilihan cerdas mnrtku,neutral
4083,yg goblok gini banggain skillnya orang nyelesaikan 1 game aja g becus,violence
4084,pengen mabar ga mabar cina blagu kemarin kalo nongol pergi,racist
4085,dn bigot melayu menabur bibit fitnah bilang ngebom kafir halal darahnya giliran bom beneran kena batunya,racist
4086,lucu adl ktika caption ayo jihad bunuh kafir cina wakakakakakakakakaka aselik tertawa,racist
4087,user ngentot,harassment
4088,yah ngewe hahaha,harassment
4089,menjilat mi v iya puting susu lumat iya tangan kiri remas remas payudara,harassment
4090,user user user yg kaya gini layak tangkap,neutral
4091,user bolot ya,violence
4092,user user user user dah ma user gitutu orang dongo mah \nngomongin finansial tandang markas ribut nyari stadion kosong nggak stadion\n\nlo memahami persija,violence
4093,pembahasan berita tv indon pejwan diabisin homoseksual,harassment
4094,hijrah hijrahnya kearah yg parah karna sarananya duit ahlikul mabok penikmat selangkangan pecun dasarnya isi otak sempak susah robah,harassment
4095,hater gon na hate ga peduli gua banci kaleng kek gitu ga berani ngomong,harassment
4096,gak liat kemaren story nya berderet gitu jd htrz goblok url,violence
4097,hepa uzza saudarinya hepahebakhepat ad dewi tuhan perempuan mesopotamian hurrian \n\nso orang ibraniyahudi kasih nama anaknya dgn abd,neutral
4098,kubu caci perkataan gak enak lontarkan goblok tolol dungu bego apalah yailah udah budaya aje yakkkk,racist
4099,xl kunyuk a taikk,violence
4100,kelakuan homok jaman now ngentot aja live blued,harassment
4101,memek ngeluarkan anak sempit jariku kumasukan memeknya ko kupun mendesah,harassment
4102,org tdk prnh salah yg menerima prkataan buruk org,neutral
4103,user kaum sipit menguasai tambang indonesia ketawa dasar nasionalisme indonesia pemilu dukung 2 periode hasilnya tambang indonesia dikuasai sipit,racist
4104,ciganjur mesir gak tidur menghitung onta,racist
4105,user asu ngakak,violence
4106,nikah bilangin suami jatuh cinta wanita hidup wanita bicara langsung main lamarkan nikahkan biayanya suami iya,neutral
4107,panik si cina kutil babi tumbang pertandingan,racist
4108,peluk buka gamis carla buka celanaku gesek kontolnya belahan memek carla cium mesra bibirnya remas susu montoknya muach,harassment
4109,serem bgt setan,violence
4110,gue jd partner seks ato partner trisome wanita birahinya terpenuhi,harassment
4111,mari awasi sekeliling masingmasing menjelang 30 aktifitas antek komunis laporkan ulama tni ganyang pki,racist
4112,cd mlorot cewek sange ciuman memek basah,harassment
4113,program18 melindungi sepenuhnya produk warisan budaya ekspresi budaya tradisional hak cipta seniman,neutral
4114,tante sabunin menjilat vaginanya ya remas susunya tante,harassment
4115,user berharap gubernur sutarmidji mengambil tindakan mmg jaman cornelis dibantu rezim mempermudah cina masuk sektor pertambangan salah satunya ketapang,racist
4116,ouh ouh sayang sangar ih ewe kontol maf yh sayang tetek memek perih merah agresif,harassment
4117,user user user menghormati kinerja pemerintah yg gimana negara hancur lo bilang hr menghargai kinerja pemerintah bego dongo jgn,violence
4118,tutup pergi usir tenaga kerja cina perusahan cina larang salat indonesia butuh investasi cina kafir,racist
4119,cinta buta cinta murni luhur buta cinta menguasai dirimu pertimbangan,neutral
4120,rudalnya masuk gawang memek sempit ribut kaget bilang gol gol siape sih gawang siape,harassment
4121,user bencong treak bencong,harassment
4122,akiaki makan kue pancong gw lakilaki eh bencong,harassment
4123,ach ska kontol sich jangan2 doyannya ya ich serem dasar wewe gombel lesbong,harassment
4124,game si botak menang cina kristen bukti sih botak dukung cina kristen,racist
4125,user beuhhhmakin sehat kalo gitu\npantesan cina babi gemuk\xc2\xb2\xf0\x9f\x90\xb7,racist
4126,bahan bakar minyak ganyang cina bumi hanguskan usir cina,racist
4127,user tau tau ngechat gua beb gada angin gada tsunami wkwk ngasih tau kalo temen ta gua yg lg join rp jd yuta fak bat pa gua iseng on jandro dee nge unfol gua wkwkwk cacat bat,violence
4128,ban cina babi jagonya tifu otak nye kriminal,racist
4129,user user user user user user lu yg ngebuang anak ayam jablay gua mey balikin lu udah 3 ga pulang,harassment
4130,tai lu yg bikin meme kayak gitu lo tau gak exhausted kayak gitu kecapean iya gua rasain kayak orang mati bego dipelihara sampah,violence
4131,brengsek ni orang tua,violence
4132,user maaf orang udik,neutral
4133,user bener lu bangke,violence
4134,user dilempar bom untung aja nggak mati,neutral
4135,lansung telan brand yahudi niatnya jgn la setia telan klu stop la ehh \nyou are what you eat,neutral
4136,user semiotika budaya populer kebudayaan barat estetika bahas era yunani romawi kuno ya allah pusing,neutral
4137,film lost in papua tayangkan ih sumpah bodoh tu lembaga sensor film indonesia fim jupe tayangkan,violence
4138,engaku party berhenti cinta ku kepadamu bajingan,violence
4139,pembajak agama agama agama yahudi yg eksklusif konon dibajak bangsa kazhar betapa mudahnya membajak agama yg bersifat inklusif dimana berhak masuk agama tsb,neutral
4140,darimana papua saudara mengaku mengaku sbagai asli papua sudi bersaudara umat ulama monyet suci pintu surga,racist
4141,kak pa liriknya pegang tetek pegang jidat posisi tetek teteknya iya kak,harassment
4142,user ditanam binatang bangkai pitnah coba tanam,violence
4143,user user yaa kalo daleman nya org bejat susah bangkit,violence
4144,lonte laku ya numpang tenar gtu nawar pepek busuknya berharap kacangny beli ih nazisd cuih,harassment
4145,focus group discussion kegiatan model integrasi ekonomi mendukung percepatan industrialisasi perikanan kabupaten nunukan,neutral
4146,diterima fakta kafir susah indonesia kesan everything alright bom,racist
4147,aduh enak kemareng habis senggama teman nya mencari kontol nya biar enak sepong,harassment
4148,trend kambek budaya disepakbola,neutral
4149,berita miri muslimin palestina ditembak kafir main layang2 ndasar kotoran babi arab,racist
4150,desek kontol ma memek indah tangan ma meremas tetek indah ma masukan kememek biar basah yach,harassment
4151,mampus snail bee error,violence
4152,senggama mbak ya seraya tanganku meremas remas susu mengkal wanita cantik berdarah ningrat,harassment
4153,mencatat ð ketahui exorcism 1 hubungi ahlinya point pannel â¢ âpoint bicaralah pemimpin agama exorcist exorcism ehr124,neutral
4154,maen ga sih kalah mulu bangsat,violence
4155,user user user napi ya napigak beda yajangan tolol sok bela penista agamastatusnya napi bonghehe,violence
4156,mari usir cina bumi indonesia dikacungkacungin,racist
4157,lonte jahanam mulut pepekmu busuknya kotor perempuan asli muncung kya itil babi,harassment
4158,mainin lidah pusar emh elmh jilat v linenya cium jembut tarik pakai gigi kocok kontol sepong emh mhp,harassment
4159,user user user user plenjas plenjus koyo bencong \xf0\x9f\x98\x81,harassment
4160,plis sok kecantikan pacarin artis2 meletek jijik gw liatnya,violence
4161,user nyari monyet ya bang,violence
4162,kalo gue tajir gue ngewe gue pengen,harassment
4163,bentar pencitraan ni g dianggap penyebab kekalahan liat aja,violence
4164,ga nyambung dasar cina bego kalah mah kalah aja ga pake berkelit,racist
4165,ditambah promosi nikah muda berkelit sok inosen deh diajarkan menikah mosok ajaran diganti gerakan nikah muda hindari zina please deh,neutral
4166,udah ut analisa struktur tementemen berubah budek purapura bolot,violence
4167,user ganteng ganteng sarap \xf0\x9f\x98\x82,violence
4168,pencitraan cari aman biar ga disalahin gegara kalah barusan,violence
4169,user khan yg ngajarin si garong kafir,racist
4170,peluh keringat jatuh 3 jam ditemani suara ma cholil prima nada on pitch progresi nada mulus permainan gitar cacat hehe istirahat venue sm rumah cholil,neutral
4171,indonesia sekolah negeri menonjolkan seragam arab sholeh ber ilmu,racist
4172,lembek langsung ganyang diakan orang cina,racist
4173,kam teriak monyet monyet hidup kam pu tanah trada monyet hidup papua monyet sebenrnya,racist
4174,enyeh senggama led blinking melulu anjing gapenting parah parah maki malas pakai kondom,harassment
4175,tobatlah kaum cina kafir usir kasian cina kafir suru tidur tera yeh,racist
4176,nelen peju lu enga dicerna perut gua menolak benda asing,harassment
4177,suka orng cina semoga indonesia bnyak orng cina,racist
4178,generasi muda kacrut tuh ormas \xf0\x9f\x98\x8f,violence
4179,dipandang remeh isu lgbt\nhancur generasi lgbt diamalkan meluas\nsepatutnya penentang penyokong\nperkara melanggar fitrah manusia agama\nsemoga allah lindungi kita\nmalaysiabaharu \nlgbt,neutral
4180,maen bebas nyampah usaha ambil hasilnya khan kayak taik,violence
4181,wanita tahan semprot taik saban sih gudfren semprot manis takluk pertahanan hati dibuka berbarengan paha berbuka disemprot taik disemprot cairan ejakulasi,harassment
4182,patroli nih\xf0\x9f\x98\x82 otak nya yg geser\xf0\x9f\x98\x85 pdhal tanggal muda ko pda gila gila\xf0\x9f\x98\x82\xf0\x9f\x98\x82,violence
4183,user user user user bangga jongos emang lu udeh ngapain aja babu njilat memek bosok jablay alexis,harassment
4184,mari rebut kemenangan tu cino babi,racist
4185,sebaikbaik ilmu ilmu diiringi takut allah syaikh ibn athaillah kitab alhikam ilmu milik allah pastinya manfaatnya belajarlah disiplin ilmu beradab insyaallah keberkatan teruta,neutral
4186,kelebihan susu wanita isi ulang basi kemasan menarik elastis diremas remas rusak,harassment
4187,pribumi sampah kerjan kerjaannya fitnah sumpah palsu anjing dasar kaya diajarin agamanya,racist
4188,user a rein\n\n anak choir kelas\n kesekolah gak bawa polpen\n rada dongo\n suka bantuin orang kelas,neutral
4189,kampang ah foto ngeblur,violence
4190,lgbt masuk kategori rasict gak perduli karna beda permasalahan ngedukung berpikir otak url,violence
4191,anjing usir cina indonesia ganyang cina sialan menghina islam mati agama islam bangsat cina,racist
4192,titit peler kontol kupukupu,harassment
4193,user serem cuy liat bencong berantem jiwa lakinya,harassment
4194,komunis zionis yahudi,racist
4195,yg buta data mengklaim membabibuta proyek infrastruktur,violence
4196,bentar kaksaya nanya dl pemuka agama kristenkatholik budha hindu kong hucu yabiar ndak salah,neutral
4197,jakarta milik milik cina pribumi indonesia nenek moyang tlah berjuang merdekakan indonesia cina usir cina ganyang cina,racist
4198,tua tua bodo otak url,violence
4199,urusan thr kompak ya kafir kafiran gonyang ganyang cina ironi memalukan,racist
4200,sumpah memek sempit ah ah ah,harassment
4201,orang america orang jawa bali madura maluku sulawesi sumatera papua kalimantan bodoh bodoh iya,racist
4202,donatur 212adalah bajingan url,violence
4203,selamat memakai kontolku mbak pelan pelan ya muncrat pejunya,harassment
4204,asing,neutral
4205,user user user user kaum otak cingkrang demen hoax maklum junjunganya prof abal2 ulama yg belajar sekolahan kafir gk sejarahnya nu dukung khilafah knp minoritas ya mu nyari simpatisan dr nu dasar wa,racist
4206,pelajaran agama,neutral
4207,user ntb tp bangun jalan papua bertahuntahun\nsaya bicara krn faktanya tdk spt bualan si user \ndi mmg susah mndirikan masjidtp bebas ibadah koramil atw po brimob tp org papua mandi pakai minyak babi bohong bssar,racist
4208,malam ganyang bakar bunuh pki,racist
4209,user user user tae luh maho ya,harassment
4210,user user anjing komunis penista islam,violence
4211,user enaknya sate saus padang nih titit hehehe,harassment
4212,user user user user user user user user nambah 100 nyewa pecun,harassment
4213,user aksi bela cina,racist
4214,tau lo brengsek tp gue lo nggak yg omongin gue lo berubah,neutral
4215,emang dasar antek mamarika bisanya ngerusak aja,racist
4216,yesung katholik,neutral
4217,palestine lebaran dihiasi dentuman bom orang yahudi kafir indonesia lebaran dihiasi ledakan petasan orang kufur,racist
4218,oprohingya terorist botak teroris budha url,racist
4219,jilat isap remas tetek kiri kananmu jilat remas isap memek klitorismu horny,harassment
4220,puasa os sok sokan gaweni story bukber kantor ngentod fuck pencitraan yosy bin darto,harassment
4221,masukan kntol iya slep ah slep ah slep memek sempit pijatannya memek enak aw aw aw,harassment
4222,nyepong kontol enak banget sih sepong nya iya he merem melek gtu endes iya,harassment
4223,user user filsuf feel safe materi ekonomi apapun,neutral
4224,user ga labil ngewe,harassment
4225,bohong buktinya facebok bertebaran ganyang cina foto pakai clurit pakai golok bilang rusuh kaya th 98,racist
4226,user user user kalo beliau bebas bahan gorengan sahabatnya taulah kaum cebong kerjaannya gimana,racist
4227,om om ewe geratis kondom ongkos ewe ayo bng rumh ajak ngewe,harassment
